row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
16773,YRH,331,task3-TSR-2.0,valid,v2-task2-TSR-YRH-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",7
16774,YRH,332,task3-TSR-2.0,valid,v2-task2-TSR-YRH-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",15
16775,YRH,334,task3-TSR-2.0,valid,v2-task2-TSR-YRH-334.pickle,He is of three quarters Irish and one quarter French descent.,7
16776,YRH,336,task3-TSR-2.0,valid,v2-task2-TSR-YRH-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",5
16777,YRH,337,task3-TSR-2.0,valid,v2-task2-TSR-YRH-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",14
16778,YRH,339,task3-TSR-2.0,valid,v2-task2-TSR-YRH-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",20
16779,YRH,343,task3-TSR-2.0,valid,v2-task2-TSR-YRH-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",8
16780,YRH,344,task3-TSR-2.0,valid,v2-task2-TSR-YRH-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,9
16781,YRH,345,task3-TSR-2.0,valid,v2-task2-TSR-YRH-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",14
16782,YRH,348,task3-TSR-2.0,valid,v2-task2-TSR-YRH-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",9
16783,YRH,349,task3-TSR-2.0,valid,v2-task2-TSR-YRH-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",18
16784,YRH,350,task3-TSR-2.0,valid,v2-task2-TSR-YRH-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",8
16785,YRK,312,task3-TSR-2.0,valid,v2-task2-TSR-YRK-312.pickle,"Lisa Marie Presley (born February 1, 1968 in Memphis, Tennessee) is an American singer, daughter of the singer Elvis Presley and his wife Priscilla Beaulieu.",21
16786,YRK,313,task3-TSR-2.0,valid,v2-task2-TSR-YRK-313.pickle,"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",16
16787,YRK,314,task3-TSR-2.0,valid,v2-task2-TSR-YRK-314.pickle,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",14
16788,YRK,315,task3-TSR-2.0,valid,v2-task2-TSR-YRK-315.pickle,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",19
16789,YRK,316,task3-TSR-2.0,valid,v2-task2-TSR-YRK-316.pickle,Bush was elected to a second term in the 2004 election.,10
16790,YRK,317,task3-TSR-2.0,valid,v2-task2-TSR-YRK-317.pickle,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",12
16791,YRK,318,task3-TSR-2.0,valid,v2-task2-TSR-YRK-318.pickle,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",17
16792,YRK,319,task3-TSR-2.0,valid,v2-task2-TSR-YRK-319.pickle,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",18
16793,YRK,320,task3-TSR-2.0,valid,v2-task2-TSR-YRK-320.pickle,"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",15
16794,YRK,321,task3-TSR-2.0,valid,v2-task2-TSR-YRK-321.pickle,"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",9
16795,YRK,322,task3-TSR-2.0,valid,v2-task2-TSR-YRK-322.pickle,"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",14
16796,YRK,323,task3-TSR-2.0,valid,v2-task2-TSR-YRK-323.pickle,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",20
16797,YRK,325,task3-TSR-2.0,valid,v2-task2-TSR-YRK-325.pickle,"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",21
16798,YRK,327,task3-TSR-2.0,valid,v2-task2-TSR-YRK-327.pickle,He served as an F-102 pilot until 1972.,5
16799,YRK,328,task3-TSR-2.0,valid,v2-task2-TSR-YRK-328.pickle,Taylor was born with dual British and American citizenship.,9
16800,YRK,329,task3-TSR-2.0,valid,v2-task2-TSR-YRK-329.pickle,"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",24
16801,YRK,331,task3-TSR-2.0,valid,v2-task2-TSR-YRK-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",10
16802,YRK,332,task3-TSR-2.0,valid,v2-task2-TSR-YRK-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",16
16803,YRK,334,task3-TSR-2.0,valid,v2-task2-TSR-YRK-334.pickle,He is of three quarters Irish and one quarter French descent.,10
16804,YRK,336,task3-TSR-2.0,valid,v2-task2-TSR-YRK-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",10
16805,YRK,337,task3-TSR-2.0,valid,v2-task2-TSR-YRK-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",16
16806,YRK,339,task3-TSR-2.0,valid,v2-task2-TSR-YRK-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",20
16807,YRK,343,task3-TSR-2.0,valid,v2-task2-TSR-YRK-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",12
16808,YRK,344,task3-TSR-2.0,valid,v2-task2-TSR-YRK-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,13
16809,YRK,345,task3-TSR-2.0,valid,v2-task2-TSR-YRK-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",22
16810,YRK,348,task3-TSR-2.0,valid,v2-task2-TSR-YRK-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",13
16811,YRK,349,task3-TSR-2.0,valid,v2-task2-TSR-YRK-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",20
16812,YRK,350,task3-TSR-2.0,valid,v2-task2-TSR-YRK-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",13
16813,YRP,313,task3-TSR-2.0,valid,v2-task2-TSR-YRP-313.pickle,"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",16
16814,YRP,314,task3-TSR-2.0,valid,v2-task2-TSR-YRP-314.pickle,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",11
16815,YRP,315,task3-TSR-2.0,valid,v2-task2-TSR-YRP-315.pickle,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",16
16816,YRP,316,task3-TSR-2.0,valid,v2-task2-TSR-YRP-316.pickle,Bush was elected to a second term in the 2004 election.,7
16817,YRP,317,task3-TSR-2.0,valid,v2-task2-TSR-YRP-317.pickle,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",10
16818,YRP,318,task3-TSR-2.0,valid,v2-task2-TSR-YRP-318.pickle,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",17
16819,YRP,319,task3-TSR-2.0,valid,v2-task2-TSR-YRP-319.pickle,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",17
16820,YRP,320,task3-TSR-2.0,valid,v2-task2-TSR-YRP-320.pickle,"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",14
16821,YRP,321,task3-TSR-2.0,valid,v2-task2-TSR-YRP-321.pickle,"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",7
16822,YRP,322,task3-TSR-2.0,valid,v2-task2-TSR-YRP-322.pickle,"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",12
16823,YRP,323,task3-TSR-2.0,valid,v2-task2-TSR-YRP-323.pickle,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",18
16824,YRP,325,task3-TSR-2.0,valid,v2-task2-TSR-YRP-325.pickle,"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",19
16825,YRP,327,task3-TSR-2.0,valid,v2-task2-TSR-YRP-327.pickle,He served as an F-102 pilot until 1972.,5
16826,YRP,328,task3-TSR-2.0,valid,v2-task2-TSR-YRP-328.pickle,Taylor was born with dual British and American citizenship.,8
16827,YRP,329,task3-TSR-2.0,valid,v2-task2-TSR-YRP-329.pickle,"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",21
16828,YRP,331,task3-TSR-2.0,valid,v2-task2-TSR-YRP-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",9
16829,YRP,332,task3-TSR-2.0,valid,v2-task2-TSR-YRP-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",17
16830,YRP,334,task3-TSR-2.0,valid,v2-task2-TSR-YRP-334.pickle,He is of three quarters Irish and one quarter French descent.,9
16831,YRP,336,task3-TSR-2.0,valid,v2-task2-TSR-YRP-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",9
16832,YRP,337,task3-TSR-2.0,valid,v2-task2-TSR-YRP-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",14
16833,YRP,339,task3-TSR-2.0,valid,v2-task2-TSR-YRP-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",23
16834,YRP,343,task3-TSR-2.0,valid,v2-task2-TSR-YRP-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",13
16835,YRP,344,task3-TSR-2.0,valid,v2-task2-TSR-YRP-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,14
16836,YRP,345,task3-TSR-2.0,valid,v2-task2-TSR-YRP-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",21
16837,YRP,348,task3-TSR-2.0,valid,v2-task2-TSR-YRP-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",14
16838,YRP,349,task3-TSR-2.0,valid,v2-task2-TSR-YRP-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",16
16839,YRP,350,task3-TSR-2.0,valid,v2-task2-TSR-YRP-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",12
16840,YSD,312,task3-TSR-2.0,valid,v2-task2-TSR-YSD-312.pickle,"Lisa Marie Presley (born February 1, 1968 in Memphis, Tennessee) is an American singer, daughter of the singer Elvis Presley and his wife Priscilla Beaulieu.",9
16841,YSD,313,task3-TSR-2.0,valid,v2-task2-TSR-YSD-313.pickle,"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",8
16842,YSD,314,task3-TSR-2.0,valid,v2-task2-TSR-YSD-314.pickle,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",8
16843,YSD,315,task3-TSR-2.0,valid,v2-task2-TSR-YSD-315.pickle,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",7
16844,YSD,316,task3-TSR-2.0,valid,v2-task2-TSR-YSD-316.pickle,Bush was elected to a second term in the 2004 election.,8
16845,YSD,317,task3-TSR-2.0,valid,v2-task2-TSR-YSD-317.pickle,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",6
16846,YSD,318,task3-TSR-2.0,valid,v2-task2-TSR-YSD-318.pickle,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",8
16847,YSD,319,task3-TSR-2.0,valid,v2-task2-TSR-YSD-319.pickle,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",8
16848,YSD,320,task3-TSR-2.0,valid,v2-task2-TSR-YSD-320.pickle,"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",13
16849,YSD,321,task3-TSR-2.0,valid,v2-task2-TSR-YSD-321.pickle,"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",9
16850,YSD,322,task3-TSR-2.0,valid,v2-task2-TSR-YSD-322.pickle,"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",10
16851,YSD,323,task3-TSR-2.0,valid,v2-task2-TSR-YSD-323.pickle,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",8
16852,YSD,325,task3-TSR-2.0,valid,v2-task2-TSR-YSD-325.pickle,"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",14
16853,YSD,327,task3-TSR-2.0,valid,v2-task2-TSR-YSD-327.pickle,He served as an F-102 pilot until 1972.,6
16854,YSD,328,task3-TSR-2.0,valid,v2-task2-TSR-YSD-328.pickle,Taylor was born with dual British and American citizenship.,8
16855,YSD,329,task3-TSR-2.0,valid,v2-task2-TSR-YSD-329.pickle,"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",10
16856,YSD,331,task3-TSR-2.0,valid,v2-task2-TSR-YSD-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",5
16857,YSD,332,task3-TSR-2.0,valid,v2-task2-TSR-YSD-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",11
16858,YSD,334,task3-TSR-2.0,valid,v2-task2-TSR-YSD-334.pickle,He is of three quarters Irish and one quarter French descent.,7
16859,YSD,336,task3-TSR-2.0,valid,v2-task2-TSR-YSD-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",4
16860,YSD,337,task3-TSR-2.0,valid,v2-task2-TSR-YSD-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",9
16861,YSD,339,task3-TSR-2.0,valid,v2-task2-TSR-YSD-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",16
16862,YSD,343,task3-TSR-2.0,valid,v2-task2-TSR-YSD-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",7
16863,YSD,344,task3-TSR-2.0,valid,v2-task2-TSR-YSD-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,10
16864,YSD,345,task3-TSR-2.0,valid,v2-task2-TSR-YSD-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",8
16865,YSD,348,task3-TSR-2.0,valid,v2-task2-TSR-YSD-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",8
16866,YSD,349,task3-TSR-2.0,valid,v2-task2-TSR-YSD-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",11
16867,YSD,350,task3-TSR-2.0,valid,v2-task2-TSR-YSD-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",10
16868,YSL,312,task3-TSR-2.0,valid,v2-task2-TSR-YSL-312.pickle,"Lisa Marie Presley (born February 1, 1968 in Memphis, Tennessee) is an American singer, daughter of the singer Elvis Presley and his wife Priscilla Beaulieu.",18
16869,YSL,313,task3-TSR-2.0,valid,v2-task2-TSR-YSL-313.pickle,"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",13
16870,YSL,314,task3-TSR-2.0,valid,v2-task2-TSR-YSL-314.pickle,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",11
16871,YSL,315,task3-TSR-2.0,valid,v2-task2-TSR-YSL-315.pickle,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",16
16872,YSL,316,task3-TSR-2.0,valid,v2-task2-TSR-YSL-316.pickle,Bush was elected to a second term in the 2004 election.,8
16873,YSL,317,task3-TSR-2.0,valid,v2-task2-TSR-YSL-317.pickle,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",8
16874,YSL,318,task3-TSR-2.0,valid,v2-task2-TSR-YSL-318.pickle,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",14
16875,YSL,319,task3-TSR-2.0,valid,v2-task2-TSR-YSL-319.pickle,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",16
16876,YSL,320,task3-TSR-2.0,valid,v2-task2-TSR-YSL-320.pickle,"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",13
16877,YSL,321,task3-TSR-2.0,valid,v2-task2-TSR-YSL-321.pickle,"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",9
16878,YSL,322,task3-TSR-2.0,valid,v2-task2-TSR-YSL-322.pickle,"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",15
16879,YSL,323,task3-TSR-2.0,valid,v2-task2-TSR-YSL-323.pickle,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",15
16880,YSL,325,task3-TSR-2.0,valid,v2-task2-TSR-YSL-325.pickle,"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",17
16881,YSL,327,task3-TSR-2.0,valid,v2-task2-TSR-YSL-327.pickle,He served as an F-102 pilot until 1972.,7
16882,YSL,328,task3-TSR-2.0,valid,v2-task2-TSR-YSL-328.pickle,Taylor was born with dual British and American citizenship.,9
16883,YSL,329,task3-TSR-2.0,valid,v2-task2-TSR-YSL-329.pickle,"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",17
16884,YSL,331,task3-TSR-2.0,valid,v2-task2-TSR-YSL-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",7
16885,YSL,332,task3-TSR-2.0,valid,v2-task2-TSR-YSL-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",18
16886,YSL,334,task3-TSR-2.0,valid,v2-task2-TSR-YSL-334.pickle,He is of three quarters Irish and one quarter French descent.,10
16887,YSL,336,task3-TSR-2.0,valid,v2-task2-TSR-YSL-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",7
16888,YSL,337,task3-TSR-2.0,valid,v2-task2-TSR-YSL-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",17
16889,YSL,339,task3-TSR-2.0,valid,v2-task2-TSR-YSL-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",25
16890,YSL,343,task3-TSR-2.0,valid,v2-task2-TSR-YSL-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",9
16891,YSL,344,task3-TSR-2.0,valid,v2-task2-TSR-YSL-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,17
16892,YSL,345,task3-TSR-2.0,valid,v2-task2-TSR-YSL-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",19
16893,YSL,348,task3-TSR-2.0,valid,v2-task2-TSR-YSL-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",11
16894,YSL,349,task3-TSR-2.0,valid,v2-task2-TSR-YSL-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",16
16895,YSL,350,task3-TSR-2.0,valid,v2-task2-TSR-YSL-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",16
16896,YTL,313,task3-TSR-2.0,valid,v2-task2-TSR-YTL-313.pickle,"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",5
16897,YTL,314,task3-TSR-2.0,valid,v2-task2-TSR-YTL-314.pickle,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",8
16898,YTL,315,task3-TSR-2.0,valid,v2-task2-TSR-YTL-315.pickle,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",6
16899,YTL,316,task3-TSR-2.0,valid,v2-task2-TSR-YTL-316.pickle,Bush was elected to a second term in the 2004 election.,6
16900,YTL,317,task3-TSR-2.0,valid,v2-task2-TSR-YTL-317.pickle,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",3
16901,YTL,318,task3-TSR-2.0,valid,v2-task2-TSR-YTL-318.pickle,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",5
16902,YTL,319,task3-TSR-2.0,valid,v2-task2-TSR-YTL-319.pickle,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",4
16903,YTL,320,task3-TSR-2.0,valid,v2-task2-TSR-YTL-320.pickle,"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",15
16904,YTL,321,task3-TSR-2.0,valid,v2-task2-TSR-YTL-321.pickle,"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",8
16905,YTL,322,task3-TSR-2.0,valid,v2-task2-TSR-YTL-322.pickle,"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",14
16906,YTL,323,task3-TSR-2.0,valid,v2-task2-TSR-YTL-323.pickle,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",5
16907,YTL,325,task3-TSR-2.0,valid,v2-task2-TSR-YTL-325.pickle,"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",7
16908,YTL,327,task3-TSR-2.0,valid,v2-task2-TSR-YTL-327.pickle,He served as an F-102 pilot until 1972.,4
16909,YTL,328,task3-TSR-2.0,valid,v2-task2-TSR-YTL-328.pickle,Taylor was born with dual British and American citizenship.,6
16910,YTL,329,task3-TSR-2.0,valid,v2-task2-TSR-YTL-329.pickle,"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",5
16911,YTL,331,task3-TSR-2.0,valid,v2-task2-TSR-YTL-331.pickle,"Joely Fisher (born October 29, 1967) is an American actress.",3
16912,YTL,332,task3-TSR-2.0,valid,v2-task2-TSR-YTL-332.pickle,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",15
16913,YTL,334,task3-TSR-2.0,valid,v2-task2-TSR-YTL-334.pickle,He is of three quarters Irish and one quarter French descent.,8
16914,YTL,336,task3-TSR-2.0,valid,v2-task2-TSR-YTL-336.pickle,"Jason Schwartzman (born June 26, 1980) is an American actor.",5
16915,YTL,337,task3-TSR-2.0,valid,v2-task2-TSR-YTL-337.pickle,"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",6
16916,YTL,339,task3-TSR-2.0,valid,v2-task2-TSR-YTL-339.pickle,"Born to Jamaican immigrants, her father a welder, her mother a nurse, Abbott went to Harrow County Grammar School and then to Newnham College, Cambridge where she read history.",19
16917,YTL,343,task3-TSR-2.0,valid,v2-task2-TSR-YTL-343.pickle,"Carrie Fisher (born October 21, 1956) is an American actress, screenwriter and novelist.",4
16918,YTL,344,task3-TSR-2.0,valid,v2-task2-TSR-YTL-344.pickle,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,9
16919,YTL,345,task3-TSR-2.0,valid,v2-task2-TSR-YTL-345.pickle,"Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.",6
16920,YTL,348,task3-TSR-2.0,valid,v2-task2-TSR-YTL-348.pickle,"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",9
16921,YTL,349,task3-TSR-2.0,valid,v2-task2-TSR-YTL-349.pickle,"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",10
16922,YTL,350,task3-TSR-2.0,valid,v2-task2-TSR-YTL-350.pickle,"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",6
16923,ZAB,360,task3-TSR-2.0,test,v1-task1-SR-ZAB-360.pickle,"Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line.",12
16924,ZAB,361,task3-TSR-2.0,test,v1-task1-SR-ZAB-361.pickle,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",26
16925,ZAB,362,task3-TSR-2.0,test,v1-task1-SR-ZAB-362.pickle,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.",13
16926,ZAB,363,task3-TSR-2.0,test,v1-task1-SR-ZAB-363.pickle,"An amateurish, quasi-improvised acting exercise shot on ugly digital video.",10
16927,ZAB,364,task3-TSR-2.0,test,v1-task1-SR-ZAB-364.pickle,"``The Kid Stays in the Picture'' is a great story, terrifically told by the man who wrote it but this Cliff Notes edition is a cheat.",19
16928,ZAB,365,task3-TSR-2.0,test,v1-task1-SR-ZAB-365.pickle,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",12
16929,ZAB,366,task3-TSR-2.0,test,v1-task1-SR-ZAB-366.pickle,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",19
16930,ZAB,367,task3-TSR-2.0,test,v1-task1-SR-ZAB-367.pickle,Griffin & Co. manage to be spectacularly outrageous.,6
16931,ZAB,368,task3-TSR-2.0,test,v1-task1-SR-ZAB-368.pickle,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",19
